Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda nueva;2008;7.119
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda nueva;2007;9.397
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2021;7.604
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2020;6.735
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2019;8.125
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2018;9.023
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2017;9.058
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2016;7.507
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2015;6.110
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2014;4.684
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2013;3.463
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2012;3.044
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2011;3.197
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2010;3.340
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2009;3.114
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2008;4.766
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda usada;2007;9.565
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2021;9.139
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2020;7.956
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2019;9.378
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2018;11.225
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2017;10.839
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2016;9.091
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2015;7.852
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2014;7.948
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2013;6.915
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2012;6.365
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2011;6.622
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2010;7.489
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2009;7.539
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2008;11.019
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda libre;2007;17.401
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2021;523
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2020;346
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2019;851
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2018;533
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2017;474
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2016;356
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2015;264
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2014;267
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2013;327
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2012;511
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2011;680
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2010;789
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2009;613
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2008;866
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Vivienda protegida;2007;1.561
Total Nacional;06 Cantabria;;Viviendas: Total;2021;7.717
Total Nacional;06 Cantabria;;Viviendas: Total;2020;5.593
Total Nacional;06 Cantabria;;Viviendas: Total;2019;6.337
Total Nacional;06 Cantabria;;Viviendas: Total;2018;6.475
Total Nacional;06 Cantabria;;Viviendas: Total;2017;5.540
Total Nacional;06 Cantabria;;Viviendas: Total;2016;4.741
Total Nacional;06 Cantabria;;Viviendas: Total;2015;4.304
Total Nacional;06 Cantabria;;Viviendas: Total;2014;3.994
Total Nacional;06 Cantabria;;Viviendas: Total;2013;3.867
Total Nacional;06 Cantabria;;Viviendas: Total;2012;4.550
Total Nacional;06 Cantabria;;Viviendas: Total;2011;6.442
Total Nacional;06 Cantabria;;Viviendas: Total;2010;8.124
Total Nacional;06 Cantabria;;Viviendas: Total;2009;7.955
Total Nacional;06 Cantabria;;Viviendas: Total;2008;9.066
Total Nacional;06 Cantabria;;Viviendas: Total;2007;11.781
Total Nacional;06 Cantabria;;Vivienda nueva;2021;1.178
Total Nacional;06 Cantabria;;Vivienda nueva;2020;1.038
Total Nacional;06 Cantabria;;Vivienda nueva;2019;979
Total Nacional;06 Cantabria;;Vivienda nueva;2018;1.155
Total Nacional;06 Cantabria;;Vivienda nueva;2017;1.052
Total Nacional;06 Cantabria;;Vivienda nueva;2016;950
Total Nacional;06 Cantabria;;Vivienda nueva;2015;920
Total Nacional;06 Cantabria;;Vivienda nueva;2014;1.594
Total Nacional;06 Cantabria;;Vivienda nueva;2013;1.905
Total Nacional;06 Cantabria;;Vivienda nueva;2012;2.553
Total Nacional;06 Cantabria;;Vivienda nueva;2011;3.762
Total Nacional;06 Cantabria;;Vivienda nueva;2010;4.585
Total Nacional;06 Cantabria;;Vivienda nueva;2009;4.746
Total Nacional;06 Cantabria;;Vivienda nueva;2008;5.034
Total Nacional;06 Cantabria;;Vivienda nueva;2007;5.512
Total Nacional;06 Cantabria;;Vivienda usada;2021;6.539
Total Nacional;06 Cantabria;;Vivienda usada;2020;4.555
Total Nacional;06 Cantabria;;Vivienda usada;2019;5.358
Total Nacional;06 Cantabria;;Vivienda usada;2018;5.320
Total Nacional;06 Cantabria;;Vivienda usada;2017;4.488
Total Nacional;06 Cantabria;;Vivienda usada;2016;3.791
Total Nacional;06 Cantabria;;Vivienda usada;2015;3.384
Total Nacional;06 Cantabria;;Vivienda usada;2014;2.400
Total Nacional;06 Cantabria;;Vivienda usada;2013;1.962
Total Nacional;06 Cantabria;;Vivienda usada;2012;1.997
Total Nacional;06 Cantabria;;Vivienda usada;2011;2.680
Total Nacional;06 Cantabria;;Vivienda usada;2010;3.539
Total Nacional;06 Cantabria;;Vivienda usada;2009;3.209
Total Nacional;06 Cantabria;;Vivienda usada;2008;4.032
Total Nacional;06 Cantabria;;Vivienda usada;2007;6.269
Total Nacional;06 Cantabria;;Vivienda libre;2021;6.998
Total Nacional;06 Cantabria;;Vivienda libre;2020;5.134
Total Nacional;06 Cantabria;;Vivienda libre;2019;5.671
Total Nacional;06 Cantabria;;Vivienda libre;2018;5.838
Total Nacional;06 Cantabria;;Vivienda libre;2017;5.048
Total Nacional;06 Cantabria;;Vivienda libre;2016;4.164
Total Nacional;06 Cantabria;;Vivienda libre;2015;3.822
Total Nacional;06 Cantabria;;Vivienda libre;2014;3.594
Total Nacional;06 Cantabria;;Vivienda libre;2013;3.419
Total Nacional;06 Cantabria;;Vivienda libre;2012;3.850
Total Nacional;06 Cantabria;;Vivienda libre;2011;5.116
Total Nacional;06 Cantabria;;Vivienda libre;2010;6.828
Total Nacional;06 Cantabria;;Vivienda libre;2009;6.604
Total Nacional;06 Cantabria;;Vivienda libre;2008;8.197
Total Nacional;06 Cantabria;;Vivienda libre;2007;10.585
Total Nacional;06 Cantabria;;Vivienda protegida;2021;719
Total Nacional;06 Cantabria;;Vivienda protegida;2020;459
Total Nacional;06 Cantabria;;Vivienda protegida;2019;666
Total Nacional;06 Cantabria;;Vivienda protegida;2018;637
Total Nacional;06 Cantabria;;Vivienda protegida;2017;492
Total Nacional;06 Cantabria;;Vivienda protegida;2016;577
Total Nacional;06 Cantabria;;Vivienda protegida;2015;482
Total Nacional;06 Cantabria;;Vivienda protegida;2014;400
Total Nacional;06 Cantabria;;Vivienda protegida;2013;448
Total Nacional;06 Cantabria;;Vivienda protegida;2012;700
Total Nacional;06 Cantabria;;Vivienda protegida;2011;1.326
Total Nacional;06 Cantabria;;Vivienda protegida;2010;1.296
Total Nacional;06 Cantabria;;Vivienda protegida;2009;1.351
Total Nacional;06 Cantabria;;Vivienda protegida;2008;869
Total Nacional;06 Cantabria;;Vivienda protegida;2007;1.196
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2021;7.717
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2020;5.593
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2019;6.337
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2018;6.475
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2017;5.540
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2016;4.741
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2015;4.304
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2014;3.994
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2013;3.867
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2012;4.550
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2011;6.442
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2010;8.124
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2009;7.955
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2008;9.066
Total Nacional;06 Cantabria;39 Cantabria;Viviendas: Total;2007;11.781
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2021;1.178
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2020;1.038
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2019;979
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2018;1.155
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2017;1.052
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2016;950
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2015;920
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2014;1.594
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2013;1.905
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2012;2.553
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2011;3.762
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2010;4.585
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2009;4.746
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2008;5.034
Total Nacional;06 Cantabria;39 Cantabria;Vivienda nueva;2007;5.512
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2021;6.539
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2020;4.555
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2019;5.358
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2018;5.320
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2017;4.488
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2016;3.791
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2015;3.384
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2014;2.400
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2013;1.962
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2012;1.997
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2011;2.680
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2010;3.539
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2009;3.209
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2008;4.032
Total Nacional;06 Cantabria;39 Cantabria;Vivienda usada;2007;6.269
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2021;6.998
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2020;5.134
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2019;5.671
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2018;5.838
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2017;5.048
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2016;4.164
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2015;3.822
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2014;3.594
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2013;3.419
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2012;3.850
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2011;5.116
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2010;6.828
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2009;6.604
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2008;8.197
Total Nacional;06 Cantabria;39 Cantabria;Vivienda libre;2007;10.585
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2021;719
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2020;459
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2019;666
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2018;637
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2017;492
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2016;577
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2015;482
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2014;400
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2013;448
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2012;700
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2011;1.326
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2010;1.296
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2009;1.351
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2008;869
Total Nacional;06 Cantabria;39 Cantabria;Vivienda protegida;2007;1.196
Total Nacional;07 Castilla y León;;Viviendas: Total;2021;25.311
Total Nacional;07 Castilla y León;;Viviendas: Total;2020;18.437
Total Nacional;07 Castilla y León;;Viviendas: Total;2019;20.715
Total Nacional;07 Castilla y León;;Viviendas: Total;2018;20.520
Total Nacional;07 Castilla y León;;Viviendas: Total;2017;18.580
Total Nacional;07 Castilla y León;;Viviendas: Total;2016;16.712
Total Nacional;07 Castilla y León;;Viviendas: Total;2015;15.226
Total Nacional;07 Castilla y León;;Viviendas: Total;2014;14.322
Total Nacional;07 Castilla y León;;Viviendas: Total;2013;14.713
Total Nacional;07 Castilla y León;;Viviendas: Total;2012;16.017
Total Nacional;07 Castilla y León;;Viviendas: Total;2011;19.557
Total Nacional;07 Castilla y León;;Viviendas: Total;2010;24.990
Total Nacional;07 Castilla y León;;Viviendas: Total;2009;22.740
Total Nacional;07 Castilla y León;;Viviendas: Total;2008;30.469
Total Nacional;07 Castilla y León;;Viviendas: Total;2007;40.464
Total Nacional;07 Castilla y León;;Vivienda nueva;2021;5.112
Total Nacional;07 Castilla y León;;Vivienda nueva;2020;3.261
Total Nacional;07 Castilla y León;;Vivienda nueva;2019;3.608
Total Nacional;07 Castilla y León;;Vivienda nueva;2018;3.793
Total Nacional;07 Castilla y León;;Vivienda nueva;2017;3.782
Total Nacional;07 Castilla y León;;Vivienda nueva;2016;3.364
Total Nacional;07 Castilla y León;;Vivienda nueva;2015;3.485
Total Nacional;07 Castilla y León;;Vivienda nueva;2014;5.351
Total Nacional;07 Castilla y León;;Vivienda nueva;2013;6.651
Total Nacional;07 Castilla y León;;Vivienda nueva;2012;7.472
Total Nacional;07 Castilla y León;;Vivienda nueva;2011;9.517
Total Nacional;07 Castilla y León;;Vivienda nueva;2010;12.232
Total Nacional;07 Castilla y León;;Vivienda nueva;2009;11.343
Total Nacional;07 Castilla y León;;Vivienda nueva;2008;14.011
Total Nacional;07 Castilla y León;;Vivienda nueva;2007;14.305
Total Nacional;07 Castilla y León;;Vivienda usada;2021;20.199
Total Nacional;07 Castilla y León;;Vivienda usada;2020;15.176
Total Nacional;07 Castilla y León;;Vivienda usada;2019;17.107
Total Nacional;07 Castilla y León;;Vivienda usada;2018;16.727
Total Nacional;07 Castilla y León;;Vivienda usada;2017;14.798
Total Nacional;07 Castilla y León;;Vivienda usada;2016;13.348
Total Nacional;07 Castilla y León;;Vivienda usada;2015;11.741
Total Nacional;07 Castilla y León;;Vivienda usada;2014;8.971
Total Nacional;07 Castilla y León;;Vivienda usada;2013;8.062
Total Nacional;07 Castilla y León;;Vivienda usada;2012;8.545
Total Nacional;07 Castilla y León;;Vivienda usada;2011;10.040
Total Nacional;07 Castilla y León;;Vivienda usada;2010;12.758
Total Nacional;07 Castilla y León;;Vivienda usada;2009;11.397
Total Nacional;07 Castilla y León;;Vivienda usada;2008;16.458
Total Nacional;07 Castilla y León;;Vivienda usada;2007;26.159
Total Nacional;07 Castilla y León;;Vivienda libre;2021;22.898
Total Nacional;07 Castilla y León;;Vivienda libre;2020;16.477
Total Nacional;07 Castilla y León;;Vivienda libre;2019;18.295
Total Nacional;07 Castilla y León;;Vivienda libre;2018;17.817
Total Nacional;07 Castilla y León;;Vivienda libre;2017;16.027
Total Nacional;07 Castilla y León;;Vivienda libre;2016;14.218
Total Nacional;07 Castilla y León;;Vivienda libre;2015;13.091
Total Nacional;07 Castilla y León;;Vivienda libre;2014;12.195
Total Nacional;07 Castilla y León;;Vivienda libre;2013;12.641
Total Nacional;07 Castilla y León;;Vivienda libre;2012;13.503
Total Nacional;07 Castilla y León;;Vivienda libre;2011;16.273
Total Nacional;07 Castilla y León;;Vivienda libre;2010;21.408
Total Nacional;07 Castilla y León;;Vivienda libre;2009;20.164
Total Nacional;07 Castilla y León;;Vivienda libre;2008;27.825
Total Nacional;07 Castilla y León;;Vivienda libre;2007;36.789
Total Nacional;07 Castilla y León;;Vivienda protegida;2021;2.413
Total Nacional;07 Castilla y León;;Vivienda protegida;2020;1.960
Total Nacional;07 Castilla y León;;Vivienda protegida;2019;2.420
Total Nacional;07 Castilla y León;;Vivienda protegida;2018;2.703
Total Nacional;07 Castilla y León;;Vivienda protegida;2017;2.553
Total Nacional;07 Castilla y León;;Vivienda protegida;2016;2.494
Total Nacional;07 Castilla y León;;Vivienda protegida;2015;2.135
Total Nacional;07 Castilla y León;;Vivienda protegida;2014;2.127
Total Nacional;07 Castilla y León;;Vivienda protegida;2013;2.072
Total Nacional;07 Castilla y León;;Vivienda protegida;2012;2.514
Total Nacional;07 Castilla y León;;Vivienda protegida;2011;3.284
Total Nacional;07 Castilla y León;;Vivienda protegida;2010;3.582
Total Nacional;07 Castilla y León;;Vivienda protegida;2009;2.576
Total Nacional;07 Castilla y León;;Vivienda protegida;2008;2.644
Total Nacional;07 Castilla y León;;Vivienda protegida;2007;3.675
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2021;1.617
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2020;1.125
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2019;1.537
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2018;1.298
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2017;1.135
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2016;968
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2015;925
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2014;923
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2013;1.203
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2012;1.327
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2011;1.648
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2010;2.130
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2009;2.361
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2008;3.077
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2007;3.059
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2021;250
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2020;240
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2019;290
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2018;290
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2017;282
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2016;238
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2015;264
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2014;451
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2013;688
